Name,SMILES,Flavor type,Data resource
"1-Acetoxy-2,4-dihydroxyheneicosa-12,15-diene",CCCCCC=CCC=CCCCCCCCC(O)CC(O)COC(C)=O,Bitter,"BitterDB, ChemTasteDB"
CID 22895034,CCCCCC=CCCC(=O)NC(C)C(=O)NC(Cc1ccccc1)C(=O)OC,Sweet,FlavorDB
1-Acetoxy-2-hydroxy-4-oxo-octadeca-12-ene,CCCCCC=CCCCCCCCC(=O)CC(O)COC(C)=O,Bitter,"BitterDB, ChemTasteDB"
Oct-2-en-1-ol,CCCCCC=CCO,Sweet,"BitterSweet, FlavorDB"
Methyl 2-nonynoate,CCCCCCC#CC(=O)OC,Sweet,"BitterSweet, FlavorDB"
HEPTANOIC ACID,CCCCCCC(=O)O,Sweet,"Off-flavor, FlavorDB, AromaDB, BitterSweet"
METHYL HEPTANOATE,CCCCCCC(=O)OC,Sweet,"BitterSweet, Off-flavor, FlavorDB"
ETHYL HEPTANOATE,CCCCCCC(=O)OCC,Sweet,"Food Flavor Laboratory, Off-flavor, FlavorDB, Flavornet, BitterSweet"
Propyl heptanoate,CCCCCCC(=O)OCCC,Sweet,"BitterSweet, FlavorDB"
2-Octanone,CCCCCCC(C)=O,Bitter,"ChemTasteDB, FlavorDB, AromaDB, BitterDB, Flavornet, BitterSweet"
"Butanoic acid, 3-amino-4-[(1-methylheptyl)amino]-4-oxo-",CCCCCCC(C)NC(=O)C(N)CC(=O)O,Sweet,"SweetenersDB, BitterSweet, ChemTasteDB"
AC1OJVS4,CCCCCCC(C)NC(=O)CCC(=O)NC(Cc1ccccc1)C(=O)OC,Sweet,FlavorDB
AC1L9WEC,CCCCCCC(C)OC(=O)CC(NC(=O)C(NC(=O)C(C(C)C)N(C)C(=O)CCc1ccccc1)C(C)CC)C(=O)NC(CC(=O)O)C(=O)NC(CC(C)C)C(=O)OC,Sweet,FlavorDB
SCHEMBL347694,CCCCCCC(C)OC1OC(CO)C(O)C(O)C1O,Sweet,FlavorDB
2-Benzylideneoctanal,CCCCCCC(C=O)=Cc1ccccc1,Sweet,"AromaDB, BitterSweet, FlavorDB"
CHEMBL62186,CCCCCCC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)NC,Sweet,FlavorDB
nonan-3-yl acetate,CCCCCCC(CC)OC(C)=O,Sweet,"BitterSweet, FlavorDB"
SCHEMBL9551933,CCCCCCC(CC)OC1OC(CO)C(O)C(O)C1O,Sweet,FlavorDB
3-Amino-3-[(1-methoxy-1-oxooctan-2-yl)carbamoyl]propanoic acid,CCCCCCC(NC(=O)C(N)CC(=O)O)C(=O)OC,Sweet,"SweetenersDB, BitterSweet, ChemTasteDB"
CID 22099227,CCCCCCC(OC1OC(CO)C(O)C(O)C1O)C(O)CO,Sweet,FlavorDB
CID 42627702,CCCCCCC.OCC1OC(O)C(O)C(O)C1O,Sweet,FlavorDB
(E)-2-Decenoic acid,CCCCCCC/C=C/C(=O)O,Sweet,BitterSweet
Ethyl trans-2-decenoate,CCCCCCC/C=C/C(=O)OCC,Sweet,BitterSweet
Dihydrojasmone lactone,CCCCCCC1(C)CCC(=O)O1,Sweet,"BitterSweet, FlavorDB"
Hexethal sodium,CCCCCCC1(CC)C(=O)N=C([O-])NC1=O.[Na+],Bitter,"BitterSweet, BitterDB, ChemTasteDB"
2-Hexyl-4-acetoxytetrahydrofuran,CCCCCCC1CC(OC(C)=O)CO1,Sweet,"BitterSweet, FlavorDB"
gamma-Decalactone,CCCCCCC1CCC(=O)O1,Sweet,"Food Flavor Laboratory, FlavorDB, Flavornet, BitterSweet"
delta-Undecalactone,CCCCCCC1CCCC(=O)O1,Sweet,"Food Flavor Laboratory, FlavorDB, Flavornet, BitterSweet"
CID 22215510,CCCCCCC1OCC(O)C(C(O)C(O)CO)O1,Sweet,FlavorDB
[6]-Paradol,CCCCCCCC(=O)CCc1ccc(O)c(OC)c1,"Sweet, Pungent","ChemTasteDB, PhytoMolecularTasteDB, FlavorDB, PlantMolecularTasteDB, BitterSweet"
AC1NLKVC,CCCCCCCC(=O)N1CCNC(=O)C1CC(=O)OCCCc1ccccc1,Sweet,FlavorDB
"l-Phenylalanine, N-capryloyl-, methyl ester",CCCCCCCC(=O)NC(Cc1ccccc1)C(=O)OC,Sweet,FlavorDB
caprylic acid,CCCCCCCC(=O)O,"Sour, Pungent","Food Flavor Laboratory, Off-flavor, FlavorDB, AromaDB, PlantMolecularTasteDB, Flavornet"
Methyl octanoate,CCCCCCCC(=O)OC,Sweet,"Food Flavor Laboratory, Off-flavor, FlavorDB, Flavornet, BitterSweet"
ISOPROPYL OCTANOATE,CCCCCCCC(=O)OC(C)C,Sweet,BitterSweet
ETHYL OCTANOATE,CCCCCCCC(=O)OCC,Sweet,"Food Flavor Laboratory, Off-flavor, FlavorDB, Flavornet, BitterSweet"
Isopentyl octanoate,CCCCCCCC(=O)OCCC(C)C,Sweet,"BitterSweet, FlavorDB"
Hexyl octanoate,CCCCCCCC(=O)OCCCCCC,Sweet,"BitterSweet, Flavornet, FlavorDB"
2-Phenylethyl octanoate,CCCCCCCC(=O)OCCc1ccccc1,Sweet,"AromaDB, BitterSweet, FlavorDB"
Furfuryl octanoate,CCCCCCCC(=O)OCc1ccco1,Sweet,"BitterSweet, FlavorDB"
2-NONANONE,CCCCCCCC(C)=O,Sweet,"Food Flavor Laboratory, FlavorDB, Flavornet, BitterSweet"
N-(1-methyloctyl)imidodisulfuric acid disodium salt,CCCCCCCC(C)N(S(=O)(=O)[O-])S(=O)(=O)[O-].[Na+].[Na+],Sour,ChemTasteDB
3-Amino-3-[(nonan-2-yl)carbamoyl]propanoic acid,CCCCCCCC(C)NC(=O)C(N)CC(=O)O,Tasteless,ChemTasteDB
2-NONANOL,CCCCCCCC(C)O,Sweet,"Food Flavor Laboratory, FlavorDB, Flavornet, BitterSweet"
CID 22145309,CCCCCCCC(C)OC1OC(CO)C(O)C(O)C1O,Sweet,FlavorDB
CHEMBL59185,CCCCCCCC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)NC,Sweet,FlavorDB
[8]-Gingerole,CCCCCCCC(O)CC(=O)CCc1ccc(O)c(OC)c1,Pungent,"PlantMolecularTasteDB, ChemTasteDB"
CID 17754184,CCCCCCCC(O)CC1OC(CO)(OC2OC(CO)C(O)C(O)C2O)C(O)C1O,Sweet,FlavorDB
CID 18784468,CCCCCCCC.[O-]C1OC(CO)C(O)C(O)C1O,Sweet,FlavorDB
Polysorbate 80 (glycol),CCCCCCCC/C=C/CCCCCCCC(=O)OCCOCC(OCCO)C1OC(OCCO)CC1OCCO,Bitter,BitterSweet
3-Heptyldihydro-5-methyl-2(3H)-furanone,CCCCCCCC1CC(C)OC1=O,Sweet,"BitterSweet, FlavorDB"
Gamma-undecalactone,CCCCCCCC1CCC(=O)O1,Sweet,"Food Flavor Laboratory, FlavorDB, Flavornet, BitterSweet"
CID 21671860,CCCCCCCC1OC(O)C(O)C(O)C1O,Sweet,FlavorDB
AC1LCZM1,CCCCCCCC1OC2C(CO)OC(OC)C(O)C2O1,Sweet,FlavorDB
"Glucitol, 4,6-O-octylidene-",CCCCCCCC1OCC(O)C(C(O)C(O)CO)O1,Sweet,FlavorDB
8-shogaol,CCCCCCCC=CC(=O)CCc1ccc(O)c(OC)c1,Pungent,PlantMolecularTasteDB
kalecide,CCCCCCCC=CC=CC(=O)NCC(C)C,Pungent,PlantMolecularTasteDB
octanal,CCCCCCCC=O,Bitter,"Food Flavor Laboratory, Off-flavor, FlavorDB, AromaDB, PlantMolecularTasteDB, Flavornet"
Methyl 2-undecynoate,CCCCCCCCC#CC(=O)OC,Sweet,"BitterSweet, FlavorDB"
7-paradol,CCCCCCCCC(=O)CCc1ccc(O)c(OC)c1,Pungent,PlantMolecularTasteDB
AC1MRHJ6,CCCCCCCCC(=O)NC(C(=O)NC(Cc1ccccc1)C(=O)OCCC)C(C)C,Sweet,FlavorDB
Nonivamide,CCCCCCCCC(=O)NCc1ccc(O)c(OC)c1,Pungent,"PlantMolecularTasteDB, ChemTasteDB, FlavorDB"
NONANOIC ACID,CCCCCCCCC(=O)O,Sweet,"Off-flavor, FlavorDB, AromaDB, Flavornet, BitterSweet"
ETHYL NONANOATE,CCCCCCCCC(=O)OCC,Sweet,"Food Flavor Laboratory, Off-flavor, FlavorDB, BitterSweet"
CHEMBL58235,CCCCCCCCC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)NC,Sweet,FlavorDB
gamma-Dodecalactone,CCCCCCCCC1CCC(=O)O1,Sweet,"BitterSweet, Flavornet, Food Flavor Laboratory, FlavorDB"
CID 22215512,CCCCCCCCC1OCC(O)C(C(O)C(O)CO)O1,Sweet,FlavorDB
Elaidic acid,CCCCCCCCC=CCCCCCCCC(=O)O,"Bitter, Astringent, Pungent","ChemTasteDB, FlavorDB, PlantMolecularTasteDB, Flavornet"
2-O-oleoyl-glycerol,CCCCCCCCC=CCCCCCCCC(=O)OC(CO)CO,Bitter,"ChemTasteDB, BitterDB, FlavorDB"
1-O-oleoyl-glycerol,CCCCCCCCC=CCCCCCCCC(=O)OCC(O)CO,Bitter,"BitterDB, ChemTasteDB"
Polysorbate 80,CCCCCCCCC=CCCCCCCCC(=O)OCCOCC(OCCO)C1OCC(OCCO)C1OCCO,Bitter,"BitterSweet, BitterDB, ChemTasteDB"
nonanal,CCCCCCCCC=O,Bitter,"Food Flavor Laboratory, Off-flavor, FlavorDB, AromaDB, PlantMolecularTasteDB, Flavornet"
8-paradol,CCCCCCCCCC(=O)CCc1ccc(O)c(OC)c1,Pungent,PlantMolecularTasteDB
CID 18757201,CCCCCCCCCC(=O)NC(C)C(=O)NC(Cc1ccccc1)C(=O)OC,Sweet,FlavorDB
N-(1-Oxodecyl)-L-alphabetaAsp-(OMe)-L-Phe-OMe,CCCCCCCCCC(=O)NC(CC(=O)OC)C(=O)NC(Cc1ccccc1)C(=O)OC,Sweet,FlavorDB
AC1LD99F,CCCCCCCCCC(=O)NCCCC(NC(=O)CCCCCCCCC)C(=O)NC(C)C(=O)NC(C)C(=O)NC(Cc1ccccc1)C(=O)OC,Sweet,FlavorDB
capric acid,CCCCCCCCCC(=O)O,Sour,"Food Flavor Laboratory, Off-flavor, FlavorDB, AromaDB, PlantMolecularTasteDB, Flavornet"
ETHYL DECANOATE,CCCCCCCCCC(=O)OCC,Sweet,"Food Flavor Laboratory, Off-flavor, FlavorDB, AromaDB, Flavornet, BitterSweet"
Glyceryl caprate,CCCCCCCCCC(=O)OCC(O)CO,Bitter,"BitterSweet, BitterDB, ChemTasteDB"
,CCCCCCCCCC(=O)OC[C@H](O)CO,Bitter,BitterSweet
2-Undecanone,CCCCCCCCCC(C)=O,Sweet,"BitterSweet, Flavornet, FlavorDB"
2-UNDECANOL,CCCCCCCCCC(C)O,Sweet,"BitterSweet, FlavorDB"
CHEMBL416510,CCCCCCCCCC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)NC,Sweet,FlavorDB
10-gingerol,CCCCCCCCCC(O)CC(=O)CCc1ccc(O)c(OC)c1,Pungent,"PlantMolecularTasteDB, FlavorDB"
2-TRIDECENAL,CCCCCCCCCC/C=C/C=O,Sweet,"AromaDB, BitterSweet"
pithecolobine,CCCCCCCCCC1CC(=O)NCCCNCCCCNCCCN1,Pungent,PlantMolecularTasteDB
delta-Tetradecalactone,CCCCCCCCCC1CCCC(=O)O1,Sweet,"BitterSweet, FlavorDB"
CID 21671862,CCCCCCCCCC1OC(O)C(O)C(O)C1O,Sweet,FlavorDB
"(2E,4E)-tetradecadienoic acid N-isobutylamide",CCCCCCCCCC=CC=CC(=O)NCC(C)C,"Cool, Pungent",PlantMolecularTasteDB
decanal,CCCCCCCCCC=O,"Bitter, Sweet","Off-flavor, FlavorDB, AromaDB, PlantMolecularTasteDB, Flavornet, BitterSweet"
ETHYL UNDECANOATE,CCCCCCCCCCC(=O)OCC,Sweet,"Off-flavor, FlavorDB, Flavornet, BitterSweet"
CHEMBL60674,CCCCCCCCCCC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)NC,Sweet,FlavorDB
beta-D-Fructofuranosyl 3-O-(2-hydroxydodecyl)-alpha-D-glucopyranoside,CCCCCCCCCCC(O)COC1C(O)C(CO)OC(OC2(CO)OC(CO)C(O)C2O)C1O,Sweet,FlavorDB
CID 22099225,CCCCCCCCCCC(OC1OC(CO)C(O)C(O)C1O)C(O)CO,Sweet,FlavorDB
CID 10962772,CCCCCCCCCCC1OC(C(CCC(OCOC)C2CCC(CO)O2)OCOC)CCC1OCOC,Sweet,FlavorDB
2-Tridecenal,CCCCCCCCCCC=CC=O,"Bitter, Sweet","ChemTasteDB, BitterSweet, BitterDB, FlavorDB"
10-paradol,CCCCCCCCCCCC(=O)CCc1ccc(O)c(OC)c1,Pungent,PlantMolecularTasteDB
AC1N6YPY,CCCCCCCCCCCC(=O)NC(C(=O)NC(Cc1ccccc1)C(=O)OCCC)C(C)C,Sweet,FlavorDB
ETHYL LAURATE,CCCCCCCCCCCC(=O)OCC,Sweet,"Off-flavor, FlavorDB, Flavornet, BitterSweet"
Polysorbate 20,CCCCCCCCCCCC(=O)OCCOCC(OCCO)C1OCC(OCCO)C1OCCO,Bitter,"ChemTasteDB, FlavorDB, BitterDB, BitterSweet"
4-Methylphenyl dodecanoate,CCCCCCCCCCCC(=O)Oc1ccc(C)cc1,Sweet,"BitterSweet, FlavorDB"
CID 21671864,CCCCCCCCCCCC1OC(O)C(O)C(O)C1O,Sweet,FlavorDB
dodecanal,CCCCCCCCCCCC=O,Bitter,"Off-flavor, FlavorDB, AromaDB, PlantMolecularTasteDB, Flavornet"
CHEMBL294337,CCCCCCCCCCCCC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)NC,Sweet,FlavorDB
6-Dodecyl-alpha-D-glucose,CCCCCCCCCCCCC(O)C1OC(O)C(O)C(O)C1O,Sweet,FlavorDB
"(2E,4E)-N-isobutyl-octadeca-2,4-dienamide",CCCCCCCCCCCCC/C=C/C=C/C(=O)NCC(C)C,Pungent,PlantMolecularTasteDB
TRIDECANAL,CCCCCCCCCCCCC=O,Bitter,"Off-flavor, FlavorDB, Flavornet, BitterSweet"
1-Acetoxy-2-hydroxy-4-oxoheptadecane,CCCCCCCCCCCCCC(=O)CC(O)COC(C)=O,Bitter,"BitterDB, ChemTasteDB"
CID 10768588,CCCCCCCCCCCCCC(=O)NCC(=O)NC(=O)CCC(=O)NC(Cc1ccccc1)C(=O)O,Sweet,FlavorDB
"L-Phenylalanine, N-(1-oxotetradecyl)glycyl-L-alanyl-",CCCCCCCCCCCCCC(=O)NCC(=O)NC(C)C(=O)NC(Cc1ccccc1)C(=O)O,Sweet,FlavorDB
CID 10650269,CCCCCCCCCCCCCC(=O)NCC(=O)NC(CC(=O)NC(Cc1ccccc1)C(=O)O)C(=O)O,Sweet,FlavorDB
N-Myristoyl-Gly-L-Asp-L-Phe-OH,CCCCCCCCCCCCCC(=O)NCC(=O)NC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)O,Sweet,FlavorDB
N-Myristoyl-Gly-L-Asn-L-Phe-OH,CCCCCCCCCCCCCC(=O)NCC(=O)NC(CC(N)=O)C(=O)NC(Cc1ccccc1)C(=O)O,Sweet,FlavorDB
CID 10432966,CCCCCCCCCCCCCC(=O)NCC(=O)NC(Cc1ccccc1)C(=O)O,Sweet,FlavorDB
N-Myristoyl-Gly-Gly-L-Phe-OH,CCCCCCCCCCCCCC(=O)NCC(=O)NCC(=O)NC(Cc1ccccc1)C(=O)O,Sweet,FlavorDB
Ethyl tetradecanoate,CCCCCCCCCCCCCC(=O)OCC,Sweet,"FlavorDB, AromaDB, Flavornet, BitterSweet"
2-PENTADECANONE,CCCCCCCCCCCCCC(C)=O,Sweet,"BitterSweet, FlavorDB"
TETRADECANAL,CCCCCCCCCCCCCC=O,Sweet,"FlavorDB, AromaDB, Flavornet, BitterSweet"
CHEMBL61517,CCCCCCCCCCCCCCC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)NC,Sweet,FlavorDB
CID 16681227,CCCCCCCCCCCCCCC(O)C(O)C(O)COC1OC(C)C(O)C(O)C1O,Sweet,FlavorDB
palmitic acid,CCCCCCCCCCCCCCCC(=O)O,"Bitter, Pungent","Off-flavor, FlavorDB, AromaDB, PlantMolecularTasteDB"
Glyceryl palmitate,CCCCCCCCCCCCCCCC(=O)OCC(O)CO,"Bitter, Pungent","PlantMolecularTasteDB, BitterDB, ChemTasteDB"
CHEMBL294133,CCCCCCCCCCCCCCCC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)NC,Sweet,FlavorDB
CID 23211096,CCCCCCCCCCCCCCCCC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)NC,Sweet,FlavorDB
stearic acid,CCCCCCCCCCCCCCCCCC(=O)O,"Bitter, Pungent","Off-flavor, FlavorDB, AromaDB, PlantMolecularTasteDB"
Glyceryl monostearate,CCCCCCCCCCCCCCCCCC(=O)OCC(O)CO,Bitter,"ChemTasteDB, BitterDB, FlavorDB"
Glycol stearate,CCCCCCCCCCCCCCCCCC(=O)OCCO,Bitter,BitterSweet
Polysorbate 60,CCCCCCCCCCCCCCCCCC(=O)OCCOCC(OCCOC)C1OCC(OCCOC)C1OCCOC,Bitter,"BitterSweet, BitterDB, ChemTasteDB"
CHEMBL204857,CCCCCCCCCCCCCCCCCCCCOC1C(O)C(O)OC(CO)C1O,Sweet,FlavorDB
CHEMBL377704,CCCCCCCCCCCCCCCCCCOC1C(O)C(O)OC(CO)C1O,Sweet,FlavorDB
SCHEMBL8427546,CCCCCCCCCCCCCCCCCCOC1C(OC)OC(CO)C(O)C1OCC(O)CO,Sweet,FlavorDB
Omggp,CCCCCCCCCCCCCCCCCCOCC(COC1OC(CO)C(O)C(O)C1O)OC,Sweet,FlavorDB
SCHEMBL8636244,CCCCCCCCCCCCCCCCCCOCC1(OC2OC(CO)C(O)C(O)C2O)OC(CO)C(O)C1O,Sweet,FlavorDB
CID 44322183,CCCCCCCCCCCCCCCCOCC(COC1OC(CO)C(O)C(O)C1O)OC,Sweet,FlavorDB
[(2R)-2-Methoxy-3-(hexadecyloxy)propyl]2-O-methyl-beta-D-glucopyranoside,CCCCCCCCCCCCCCCCOCC(COC1OC(CO)C(O)C(O)C1OC)OC,Sweet,FlavorDB
CID 24749416,CCCCCCCCCCCCCCOC1C(O)C(CO)OC(OC2C(O)COC2C(O)CO)C1O,Sweet,FlavorDB
CHEMBL204826,CCCCCCCCCCCCCCOC1C(O)C(O)OC(CO)C1O,Sweet,FlavorDB
CID 24749622,CCCCCCCCCCCCCCOCC(O)C1OCC(O)C1OC1OC(CO)C(O)C(OCCCCCCCCCCCCCC)C1O,Sweet,FlavorDB
"Sodium N-(5-tridecyl-1,3,4-thiadiazol-2-yl)sulfamate",CCCCCCCCCCCCCc1nnc(NS(=O)(=O)[O-])s1.[Na+],Sweet,ChemTasteDB
Dodecarbonium chloride,CCCCCCCCCCCCNC(=O)C[N+](C)(C)Cc1ccccc1.[Cl-],Bitter,"BitterSweet, BitterDB, ChemTasteDB"
AC1L9WDO,CCCCCCCCCCCCOC(=O)CC(NC(=O)C(NC(=O)C(C(C)C)N(C)C(=O)CCc1ccccc1)C(C)CC)C(=O)NC(CC(=O)O)C(=O)NC(CC(C)C)C(=O)O,Sweet,FlavorDB
AKOS003510416,CCCCCCCCCCCCOC(=O)CC1C(=O)NCCN1C(=O)CCc1ccccc1,Sweet,FlavorDB
AKOS003508339,CCCCCCCCCCCCOC(=O)CC1C(=O)NCCN1C(=O)Cc1ccccc1,Sweet,FlavorDB
CHEMBL204863,CCCCCCCCCCCCOC1C(O)C(O)OC(CO)C1O,Sweet,FlavorDB
n-Dodecyl-d25-beta-D-maltoside,CCCCCCCCCCCCOC1OC(CO)C(OC2OC(CO)C(O)C(O)C2O)C(O)C1O,Sweet,FlavorDB
CID 11101912,CCCCCCCCCCCCOCC(CO)OC1OC(CO)C(O)C(O)C1O,Sweet,FlavorDB
CID 20076474,CCCCCCCCCCCCOCC(O)COC1OC(CO)C(O)C(O)C1O,Sweet,FlavorDB
SCHEMBL60607,CCCCCCCCCCCCOCC1(OC2OC(CO)C(O)C(O)C2O)OC(CO)C(O)C1O,Sweet,FlavorDB
CID 22417527,CCCCCCCCCCCCOS(=O)(=O)[O-].O=S1(=O)N=C([O-])c2ccccc21.[Na+].[Na+],Sweet,FlavorDB
Domiphen bromide,CCCCCCCCCCCC[N+](C)(C)CCOc1ccccc1.[Br-],Bitter,"BitterSweet, BitterDB, ChemTasteDB"
CHEMBL383746,CCCCCCCCCCCOC1C(O)C(O)OC(CO)C1O,Sweet,FlavorDB
CID 19925997,CCCCCCCCCCCOC1C(OC)OC(CO)C(OCC(O)CO)C1OC(C)CCCCC,Sweet,FlavorDB
CID 24808880,CCCCCCCCCCCOCCCCOC1OC(C(O)CO)C(O)C(O)C1O,Sweet,FlavorDB
AKOS003521930,CCCCCCCCCCOC(=O)CC1C(=O)NCCN1C(=O)CCc1ccccc1,Sweet,FlavorDB
AKOS003517072,CCCCCCCCCCOC(=O)CC1C(=O)NCCN1C(=O)Cc1ccccc1,Sweet,FlavorDB
Decyl butyrate,CCCCCCCCCCOC(=O)CCC,Sweet,"BitterSweet, FlavorDB"
AC1LBLGV,CCCCCCCCCCOC1C(CO)OC(O)C(O)C1O,Sweet,FlavorDB
CHEMBL379680,CCCCCCCCCCOC1C(O)C(O)OC(CO)C1O,Sweet,FlavorDB
CID 21872029,CCCCCCCCCCOC1C([O-])OC(CO)C(O)C1O,Sweet,FlavorDB
CID 11003760,CCCCCCCCCCOCC(O)COC1OC(CO)C(O)C(O)C1O,Sweet,FlavorDB
CID 22921611,CCCCCCCCCCOCC1(OC2OC(CO)C(O)C(O)C2O)OC(CO)C(O)C1O,Sweet,FlavorDB
CID 10004742,CCCCCCCCCCOCC1OC(COC2OC(CO)C(O)C(O)C2O)C(O)C1O,Sweet,FlavorDB
decyl methanesulfinate,CCCCCCCCCCOS(C)=O,Sweet,BitterSweet
Nonyl alcohol,CCCCCCCCCO,Bitter,"ChemTasteDB, Off-flavor, FlavorDB, AromaDB, BitterDB, Flavornet"
Nonyl acetate,CCCCCCCCCOC(C)=O,Bitter,"ChemTasteDB, FlavorDB, AromaDB, BitterDB, Flavornet, BitterSweet"
CHEMBL204504,CCCCCCCCCOC1C(O)C(O)OC(CO)C1O,Sweet,FlavorDB
SCHEMBL4595842,CCCCCCCCCOC1C(O)OC(CO)C(O)C1O,Sweet,FlavorDB
CID 21871782,CCCCCCCCCOC1C([O-])OC(CO)C(O)C1O,Sweet,FlavorDB
".alpha.-D-Mannofuranoside, 1-nonyl-",CCCCCCCCCOC1OC(C(O)CO)C(O)C1O,Sweet,FlavorDB
N-Nonyl-Beta-D-Glucopyranoside,CCCCCCCCCOC1OC(CO)C(O)C(O)C1O,Sweet,FlavorDB
AC1LB665,CCCCCCCCCOC1OC(CO)C(O)C1O,Sweet,FlavorDB
CID 20193634,CCCCCCCCCOC1OCC(O)C(O)C1O,Sweet,FlavorDB
1-octanol,CCCCCCCCO,Sweet,"Food Flavor Laboratory, Off-flavor, FlavorDB, AromaDB, Flavornet, BitterSweet"
Octyl isobutyrate,CCCCCCCCOC(=O)C(C)C,Sweet,"BitterSweet, FlavorDB"
Octyl 2-methylbutyrate,CCCCCCCCOC(=O)C(C)CC,Sweet,"BitterSweet, FlavorDB"
Octyl propionate,CCCCCCCCOC(=O)CC,Sweet,"BitterSweet, FlavorDB"
Octyl butyrate,CCCCCCCCOC(=O)CCC,Sweet,"BitterSweet, FlavorDB"
Octyl acetate,CCCCCCCCOC(C)=O,Bitter,"Off-flavor, FlavorDB, AromaDB, BitterSweet"
CID 20095000,CCCCCCCCOC(OC1OC(CO)C(O)C(O)C1O)C(C)O,Sweet,FlavorDB
SCHEMBL3514674,CCCCCCCCOC1C(CO)OC(O)C(O)C1O,Sweet,FlavorDB
Methyl 4-O-octylhexopyranoside #,CCCCCCCCOC1C(CO)OC(OC)C(O)C1O,Sweet,FlavorDB
CHEMBL383424,CCCCCCCCOC1C(O)C(O)OC(CO)C1O,Sweet,FlavorDB
CID 23170527,CCCCCCCCOC1C(O)C([O-])OC(CO)C1O,Sweet,FlavorDB
CID 22015066,CCCCCCCCOC1C(O)OC(C(O)CO)C1O,Sweet,FlavorDB
SCHEMBL182764,CCCCCCCCOC1C(O)OC(CO)C(O)C1O,Sweet,FlavorDB
CID 21726861,CCCCCCCCOC1C(OC)OC(C(O)CO)C1O,Sweet,FlavorDB
CID 22015065,CCCCCCCCOC1C([O-])OC(C(O)CO)C1O,Sweet,FlavorDB
CID 22213799,CCCCCCCCOC1C([O-])OC(CO)C(O)C1O,Sweet,FlavorDB
CHEMBL452479,CCCCCCCCOC1CC(O)C(O)C(C)O1,Sweet,FlavorDB
SCHEMBL469613,CCCCCCCCOC1CC(O)C(O)C(CO)O1,Sweet,FlavorDB
CID 11254395,CCCCCCCCOC1OC(C(C)O)C(O)C1O,Sweet,FlavorDB
Octyl alpha-D-mannofuranoside,CCCCCCCCOC1OC(C(O)CO)C(O)C1O,Sweet,FlavorDB
Octyl beta-D-fucopyranoside,CCCCCCCCOC1OC(C)C(O)C(O)C1O,Sweet,FlavorDB
CID 10320915,CCCCCCCCOC1OC(C)C(OC2OC(C(O)CO)C(O)C2O)C(O)C1O,Sweet,FlavorDB
n-Octylglucoside,CCCCCCCCOC1OC(CO)C(O)C(O)C1O,Sweet,FlavorDB
CID 21642021,CCCCCCCCOC1OC(CO)C(O)C(O)C1O.O,Sweet,FlavorDB
CID 21474992,CCCCCCCCOC1OC(CO)C(O)C(O)C1O.[Na+],Sweet,FlavorDB
Octyl 2-O-(alpha-D-mannopyranosyl)-alpha-D-arabinofuranoside,CCCCCCCCOC1OC(CO)C(O)C1OC1OC(CO)C(O)C(O)C1O,Sweet,FlavorDB
CID 11512644,CCCCCCCCOC1OC(CO)C(O)C1OC1OC(CO)C(O)C(O)C1OC1OC(CO)C(O)C(O)C1O,Sweet,FlavorDB
1-O-Octyl-4-O-methyl-beta-D-galactopyranose,CCCCCCCCOC1OC(CO)C(OC)C(O)C1O,Sweet,FlavorDB
"Octyl 2,3-anhydro-alpha-D-lyxofuranoside",CCCCCCCCOC1OC(CO)C2OC12,Sweet,FlavorDB
1-O-Octyl-4-deoxy-beta-D-glucopyranose,CCCCCCCCOC1OC(CO)CC(O)C1O,Sweet,FlavorDB
CHEMBL1928150,CCCCCCCCOC1OC(COC)C(O)C(O)C1O,Sweet,FlavorDB
CID 44237391,CCCCCCCCOC1OC(COC2OC(C(O)CO)C(O)C2O)C(O)C(O)C1O,Sweet,FlavorDB
Octyl 6-O-alpha-D-arabinofuranosyl-beta-D-glucopyranoside,CCCCCCCCOC1OC(COC2OC(CO)C(O)C2O)C(O)C(O)C1O,Sweet,FlavorDB
CID 19821516,CCCCCCCCOC1OCC(O)C(O)C1O,Sweet,FlavorDB
CID 19742704,CCCCCCCCOCC1(OC2OC(CO)C(O)C(O)C2O)OC(CO)C(O)C1O,Sweet,FlavorDB
CID 19742695,CCCCCCCCOCC1(OC2OC(CO)C(O)C(O)C2O)OC(CO)C(O)C1OCCCCCCCC,Sweet,FlavorDB
CID 19742694,CCCCCCCCOCC1(OC2OC(CO)C(O)C(O)C2O)OC(CO)C(OCCCCCCCC)C1OCCCCCCCC,Sweet,FlavorDB
CID 16088442,CCCCCCCCOCC1OC(CO)(OC2OC(CO)C(O)C(O)C2O)C(O)C1O,Sweet,FlavorDB
